conversation_id,customer_text,brand_reply_text,created_at,brand,customer_text_clean
100480,@AmazonHelp Return status says received at warehouse but refund not initiated for #222-2517010-3644347. Please help.,We're sorry for the delay in your refund! Please reach out to us in DM with order #222-2517010-3644347 and your email address so we can review the return.,Thu Oct 12 16:08:00 +0000 2017,AmazonHelp,return status says received at warehouse but refund not initiated for order number . please help.
100482,"@AmazonHelp Received broken item in order #150-6013715-5364874. I want my money back, not a replacement.","Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #150-6013715-5364874 to check status.",Fri Oct 06 00:19:00 +0000 2017,AmazonHelp,"received broken item in order order number . i want my money back, not a replacement."
100484,@AmazonHelp Package #163-4729376-3193037 has been stuck in transit in transit hub for over 48 hours. What gives?,"Hi there, we're sorry to hear your order #163-4729376-3193037 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Wed Oct 04 07:26:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
100486,@AmazonHelp WORST CUSTOMER SERVICE EVER! Representative hung up on me after waiting 45 minutes on hold!,We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Sat Oct 21 02:08:00 +0000 2017,AmazonHelp,worst customer service ever! representative hung up on me after waiting 45 minutes on hold!
100488,"@AmazonHelp Help! Account locked due to too many failed attempts, how do I unlock it?",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Thu Oct 12 13:28:00 +0000 2017,AmazonHelp,"help! account locked due to too many failed attempts, how do i unlock it?"
100490,"@AmazonHelp Received broken item in order #521-9036805-2023059. I want my money back, not a replacement.",We're sorry for the delay in your refund! Please reach out to us in DM with order #521-9036805-2023059 and your email address so we can review the return.,Thu Oct 26 02:50:00 +0000 2017,AmazonHelp,"received broken item in order order number . i want my money back, not a replacement."
100492,@AmazonHelp Your support team went above and beyond today. Thank you for the courteous and prompt help!,"We're thrilled to hear Sarah was able to help! Thank you for choosing us, and please don't hesitate to reach out if you ever need anything else.",Sun Oct 15 21:18:00 +0000 2017,AmazonHelp,your support team went above and beyond today. thank you for the courteous and prompt help!
100494,@AmazonHelp Carrier marked order #930-5713268-1982997 as delivered at front door but there is no package anywhere.,"Hello! We apologize for the delivery issue with #930-5713268-1982997. Please check around your porch/neighbors, and if still missing, DM us your account email.",Thu Oct 12 15:44:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100496,@AmazonHelp Carrier marked order #646-1937991-4681115 as delivered at front door but there is no package anywhere.,We understand your concern regarding order #646-1937991-4681115. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Tue Oct 17 16:54:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100498,@AmazonHelp Package #817-6900247-3384080 has been stuck in transit in transit hub for over 48 hours. What gives?,"Hello! We apologize for the delivery issue with #817-6900247-3384080. Please check around your porch/neighbors, and if still missing, DM us your account email.",Tue Oct 03 02:28:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
100500,@AmazonHelp Carrier marked order #716-4671004-1334336 as delivered at front door but there is no package anywhere.,"Hello! We apologize for the delivery issue with #716-4671004-1334336. Please check around your porch/neighbors, and if still missing, DM us your account email.",Mon Oct 09 10:51:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100502,@AmazonHelp My tracking says delivered but I have not received anything for order #251-3376537-2860938!,We understand your concern regarding order #251-3376537-2860938. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Mon Oct 16 01:23:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
100504,@AmazonHelp Incredible customer support experience today. Truly appreciate how fast my issue was handled.,Hearing this makes our day! Thank you for your feedback and support. We're always here to help!,Sat Oct 14 18:42:00 +0000 2017,AmazonHelp,incredible customer support experience today. truly appreciate how fast my issue was handled.
100506,@AmazonHelp My tracking says delivered but I have not received anything for order #101-7569981-1543292!,So sorry for the delay on #101-7569981-1543292! Please DM us your order details and we will check the transit status directly for you.,Mon Oct 16 10:44:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
100508,@AmazonHelp Carrier marked order #427-3816683-2488575 as delivered at front door but there is no package anywhere.,"Hello! We apologize for the delivery issue with #427-3816683-2488575. Please check around your porch/neighbors, and if still missing, DM us your account email.",Wed Oct 04 11:03:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100510,@AmazonHelp Tracking status says delivery attempted but nobody buzzed or knocked. Order #210-1021494-1807780.,So sorry for the delay on #210-1021494-1807780! Please DM us your order details and we will check the transit status directly for you.,Tue Oct 17 08:39:00 +0000 2017,AmazonHelp,tracking status says delivery attempted but nobody buzzed or knocked. order order number .
100512,@AmazonHelp I returned item on order #948-9044494-4784650 over a week ago and still haven't received my refund.,Hi! We want to help get this sorted. Please send us a direct message with order #948-9044494-4784650 and return tracking number so we can verify with our billing team.,Fri Oct 06 03:24:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
100514,@AmazonHelp Charged for an item I sent back last Monday. When will my refund of $155.00 arrive?,We're sorry for the delay in your refund! Please reach out to us in DM with order #484-3699529-2258331 and your email address so we can review the return.,Sat Oct 21 03:16:00 +0000 2017,AmazonHelp,charged for an item i sent back last monday. when will my refund of currency amount arrive?
100516,@AmazonHelp Carrier marked order #439-4448564-4187406 as delivered at front door but there is no package anywhere.,"Hi there, we're sorry to hear your order #439-4448564-4187406 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Thu Oct 19 06:10:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100518,"@AmazonHelp Help! Account locked due to too many failed attempts, how do I unlock it?",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Mon Oct 02 13:07:00 +0000 2017,AmazonHelp,"help! account locked due to too many failed attempts, how do i unlock it?"
100520,@AmazonHelp Can someone check on order #398-2374659-8945197? It's a birthday gift and now it's late.,We understand your concern regarding order #398-2374659-8945197. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Thu Oct 26 03:20:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
100522,@AmazonHelp Package #490-7197531-4130342 has been stuck in transit in transit hub for over 48 hours. What gives?,"Hello! We apologize for the delivery issue with #490-7197531-4130342. Please check around your porch/neighbors, and if still missing, DM us your account email.",Fri Oct 13 14:21:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
100524,@AmazonHelp Carrier marked order #870-2622400-2437930 as delivered at front door but there is no package anywhere.,"Hi there, we're sorry to hear your order #870-2622400-2437930 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Wed Oct 18 23:50:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100526,@AmazonHelp I was told my refund of $136.99 for order #648-8966231-4953417 would be in my account in 3-5 days. It's been 10 days.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #648-8966231-4953417 to check status.",Sat Oct 21 19:29:00 +0000 2017,AmazonHelp,i was told my refund of currency amount for order order number would be in my account in 3-5 days. it's been 10 days.
100528,"@AmazonHelp If my issue is not resolved today, I will be taking legal action with my attorney. Order #271-4554926-4233407.",We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Sat Oct 28 10:58:00 +0000 2017,AmazonHelp,"if my issue is not resolved today, i will be taking legal action with my attorney. order order number ."
100530,@AmazonHelp Need a refund for #844-2124274-2460078. Sent back via drop-off locker 5 days ago.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #844-2124274-2460078 to check status.",Sat Oct 28 02:48:00 +0000 2017,AmazonHelp,need a refund for order number . sent back via drop-off locker 5 days ago.
100532,@AmazonHelp The video streaming player on Prime Video keeps stuttering and buffering on my Smart TV.,We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Wed Oct 18 19:24:00 +0000 2017,AmazonHelp,the video streaming player on prime video keeps stuttering and buffering on my smart tv.
100534,"@AmazonHelp Every time I try to log in, it loops back to the login screen without an error message.","Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Mon Oct 16 11:05:00 +0000 2017,AmazonHelp,"every time i try to log in, it loops back to the login screen without an error message."
100536,@AmazonHelp Package #586-5506097-7248518 has been stuck in transit in transit hub for over 48 hours. What gives?,So sorry for the delay on #586-5506097-7248518! Please DM us your order details and we will check the transit status directly for you.,Thu Oct 05 20:17:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
100538,@AmazonHelp Can someone check on order #861-8434162-6383277? It's a birthday gift and now it's late.,"Hello! We apologize for the delivery issue with #861-8434162-6383277. Please check around your porch/neighbors, and if still missing, DM us your account email.",Thu Oct 19 21:45:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
100540,"@AmazonHelp Wishlist won't let me remove deleted items, says 'Failed to update wishlist'.",We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Wed Oct 25 05:40:00 +0000 2017,AmazonHelp,"wishlist won't let me remove deleted items, says 'failed to update wishlist'."
100542,@AmazonHelp Carrier marked order #297-4367636-1966829 as delivered at front door but there is no package anywhere.,We understand your concern regarding order #297-4367636-1966829. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Sun Oct 22 12:04:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100544,@AmazonHelp Need a refund for #226-1512765-5059047. Sent back via drop-off locker 5 days ago.,Hi! We want to help get this sorted. Please send us a direct message with order #226-1512765-5059047 and return tracking number so we can verify with our billing team.,Sun Oct 08 19:37:00 +0000 2017,AmazonHelp,need a refund for order number . sent back via drop-off locker 5 days ago.
100546,"@AmazonHelp The mobile app is not loading product images, just showing blank white boxes.",We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Wed Oct 11 14:53:00 +0000 2017,AmazonHelp,"the mobile app is not loading product images, just showing blank white boxes."
100548,@AmazonHelp I returned item on order #519-9611430-1336422 over a week ago and still haven't received my refund.,We're sorry for the delay in your refund! Please reach out to us in DM with order #519-9611430-1336422 and your email address so we can review the return.,Sun Oct 29 01:29:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
100550,"@AmazonHelp The mobile app is not loading product images, just showing blank white boxes.",We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Wed Oct 25 01:41:00 +0000 2017,AmazonHelp,"the mobile app is not loading product images, just showing blank white boxes."
100552,@AmazonHelp Please cancel my order #204-1123271-9581776 and process a full refund immediately.,Apologies for the inconvenience! Please DM us your account details so we can check on return #204-1123271-9581776 and expedite your refund.,Mon Oct 16 16:19:00 +0000 2017,AmazonHelp,please cancel my order order number and process a full refund immediately.
100554,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,Hi! We'd be glad to look into this charge for you. Please send us a DM with the date and amount so we can locate the transaction securely.,Sat Oct 28 16:24:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
100556,"@AmazonHelp Charged $182.50 annual subscription fee by mistake, please reverse this charge.","Sorry for the unexpected charge! If you did not intend to renew Prime, please DM us your email and we can help reverse eligible fees.",Mon Oct 02 23:35:00 +0000 2017,AmazonHelp,"charged currency amount annual subscription fee by mistake, please reverse this charge."
100558,@AmazonHelp Getting 'An unexpected error occurred' whenever I try to add items to my shopping cart.,We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Thu Oct 26 18:46:00 +0000 2017,AmazonHelp,getting 'an unexpected error occurred' whenever i try to add items to my shopping cart.
100560,"@AmazonHelp Received broken item in order #582-3146546-5339457. I want my money back, not a replacement.",Hi! We want to help get this sorted. Please send us a direct message with order #582-3146546-5339457 and return tracking number so we can verify with our billing team.,Sun Oct 15 08:26:00 +0000 2017,AmazonHelp,"received broken item in order order number . i want my money back, not a replacement."
100562,@AmazonHelp Your iOS app keeps crashing every time I tap the checkout button. Version 18.2.,"Hi! Thanks for bringing this to our attention. Have you tried reinstalling the app or clearing your cache? If so, please DM us your device OS version.",Tue Oct 10 05:30:00 +0000 2017,AmazonHelp,your ios app keeps crashing every time i tap the checkout button. version 18.2.
100564,@AmazonHelp Carrier marked order #797-7403346-9889215 as delivered at front door but there is no package anywhere.,We understand your concern regarding order #797-7403346-9889215. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Fri Oct 27 06:57:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100566,"@AmazonHelp Where is my package? Order #983-4025884-2355791 was supposed to arrive this morning, still nothing!","Hi there, we're sorry to hear your order #983-4025884-2355791 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Fri Oct 13 19:46:00 +0000 2017,AmazonHelp,"where is my package? order order number was supposed to arrive this morning, still nothing!"
100568,"@AmazonHelp Wishlist won't let me remove deleted items, says 'Failed to update wishlist'.",We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Wed Oct 18 19:42:00 +0000 2017,AmazonHelp,"wishlist won't let me remove deleted items, says 'failed to update wishlist'."
100570,"@AmazonHelp Where is my package? Order #304-7259602-1236174 was supposed to arrive yesterday, still nothing!","Hello! We apologize for the delivery issue with #304-7259602-1236174. Please check around your porch/neighbors, and if still missing, DM us your account email.",Tue Oct 17 01:08:00 +0000 2017,AmazonHelp,"where is my package? order order number was supposed to arrive yesterday, still nothing!"
100572,@AmazonHelp Can someone check on order #492-9444584-6135759? It's a birthday gift and now it's late.,We understand your concern regarding order #492-9444584-6135759. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Sat Oct 07 11:09:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
100574,@AmazonHelp Incredible customer support experience today. Truly appreciate how fast my issue was handled.,"We're thrilled to hear Sarah was able to help! Thank you for choosing us, and please don't hesitate to reach out if you ever need anything else.",Mon Oct 02 08:57:00 +0000 2017,AmazonHelp,incredible customer support experience today. truly appreciate how fast my issue was handled.
100576,@AmazonHelp Locked out of my account. The OTP verification code is not being sent to my phone.,"Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Mon Oct 02 06:34:00 +0000 2017,AmazonHelp,locked out of my account. the otp verification code is not being sent to my phone.
100578,@AmazonHelp I was charged $46.99 twice for order #526-8454356-7379599. Please check your billing system.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 05 23:18:00 +0000 2017,AmazonHelp,i was charged currency amount twice for order order number . please check your billing system.
100580,@AmazonHelp I forgot my password and the password reset link is never arriving in my inbox.,"Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Tue Oct 10 09:59:00 +0000 2017,AmazonHelp,i forgot my password and the password reset link is never arriving in my inbox.
100582,@AmazonHelp Can someone check on order #369-9776935-4383514? It's a birthday gift and now it's late.,"Hello! We apologize for the delivery issue with #369-9776935-4383514. Please check around your porch/neighbors, and if still missing, DM us your account email.",Mon Oct 23 06:01:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
100584,@AmazonHelp My tracking says delivered but I have not received anything for order #113-2493219-2852723!,"Hi there, we're sorry to hear your order #113-2493219-2852723 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Wed Oct 11 21:30:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
100586,@AmazonHelp Amazon customer service never disappoints. Replaced my broken item with no hassle. Thanks!,You're very welcome! We're so glad everything was resolved smoothly. Thank you for being a valued customer!,Fri Oct 06 15:36:00 +0000 2017,AmazonHelp,amazon customer service never disappoints. replaced my broken item with no hassle. thanks!
100588,@AmazonHelp Do you offer student discounts on annual Prime memberships?,Hi! You can check international shipping options and estimated import duties at checkout or by visiting amzn.to/shipping-rates.,Mon Oct 16 23:21:00 +0000 2017,AmazonHelp,do you offer student discounts on annual prime memberships?
100590,@AmazonHelp shipment #509-8659448-5560602 is delayed by 3 days already. Any update on when it will arrive?,"Hi there, we're sorry to hear your order #509-8659448-5560602 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Wed Oct 04 01:04:00 +0000 2017,AmazonHelp,shipment order number is delayed by 3 days already. any update on when it will arrive?
100592,"@AmazonHelp Where is my package? Order #704-9097940-8351152 was supposed to arrive last week, still nothing!","Hello! We apologize for the delivery issue with #704-9097940-8351152. Please check around your porch/neighbors, and if still missing, DM us your account email.",Mon Oct 23 14:10:00 +0000 2017,AmazonHelp,"where is my package? order order number was supposed to arrive last week, still nothing!"
100594,@AmazonHelp This is completely unacceptable. I want to speak to a supervisor or corporate manager right now!,This is definitely not the experience we want for our customers. Please reach out in DM with your contact information so an escalation manager can connect with you.,Thu Oct 12 16:31:00 +0000 2017,AmazonHelp,this is completely unacceptable. i want to speak to a supervisor or corporate manager right now!
100596,@AmazonHelp Need a refund for #792-7457158-3494007. Sent back via drop-off locker 5 days ago.,Apologies for the inconvenience! Please DM us your account details so we can check on return #792-7457158-3494007 and expedite your refund.,Wed Oct 04 18:47:00 +0000 2017,AmazonHelp,need a refund for order number . sent back via drop-off locker 5 days ago.
100598,"@AmazonHelp Received broken item in order #438-5666702-1844744. I want my money back, not a replacement.","Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #438-5666702-1844744 to check status.",Sat Oct 21 14:11:00 +0000 2017,AmazonHelp,"received broken item in order order number . i want my money back, not a replacement."
100600,"@AmazonHelp Every time I try to log in, it loops back to the login screen without an error message.","Hi there, please ensure SMS isn't blocked by your carrier, or try clearing browser cache. If the issue persists, send us a DM.",Thu Oct 26 17:33:00 +0000 2017,AmazonHelp,"every time i try to log in, it loops back to the login screen without an error message."
100602,@AmazonHelp Ordered express next-day delivery on #193-6110305-9528492 and it still hasn't shipped!,"Hi there, we're sorry to hear your order #193-6110305-9528492 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Wed Oct 11 12:30:00 +0000 2017,AmazonHelp,ordered express next-day delivery on order number and it still hasn't shipped!
100604,@AmazonHelp I returned item on order #885-8937865-7095071 over a week ago and still haven't received my refund.,Hi! We want to help get this sorted. Please send us a direct message with order #885-8937865-7095071 and return tracking number so we can verify with our billing team.,Sat Oct 14 15:56:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
100606,@AmazonHelp I forgot my password and the password reset link is never arriving in my inbox.,"Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Tue Oct 10 07:00:00 +0000 2017,AmazonHelp,i forgot my password and the password reset link is never arriving in my inbox.
100608,@AmazonHelp Tracking status says delivery attempted but nobody buzzed or knocked. Order #972-7591709-4616991.,"Hi there, we're sorry to hear your order #972-7591709-4616991 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Sat Oct 28 04:09:00 +0000 2017,AmazonHelp,tracking status says delivery attempted but nobody buzzed or knocked. order order number .
100610,"@AmazonHelp Wishlist won't let me remove deleted items, says 'Failed to update wishlist'.",We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Mon Oct 09 10:34:00 +0000 2017,AmazonHelp,"wishlist won't let me remove deleted items, says 'failed to update wishlist'."
100612,@AmazonHelp Carrier marked order #934-3153888-2737347 as delivered at front door but there is no package anywhere.,We understand your concern regarding order #934-3153888-2737347. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Mon Oct 16 23:30:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100614,"@AmazonHelp Two-factor authentication is failing, says invalid token even though it's correct.",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Sat Oct 14 14:24:00 +0000 2017,AmazonHelp,"two-factor authentication is failing, says invalid token even though it's correct."
100616,"@AmazonHelp Unbelievable negligence. Damaged goods, ruined anniversary, zero accountability from your team.",This is definitely not the experience we want for our customers. Please reach out in DM with your contact information so an escalation manager can connect with you.,Wed Oct 25 16:10:00 +0000 2017,AmazonHelp,"unbelievable negligence. damaged goods, ruined anniversary, zero accountability from your team."
100618,@AmazonHelp Do you ship internationally to Germany and what are the customs fees?,Hello! Most electronics purchased from authorized sellers include standard warranty. Please DM us the product ASIN to check details.,Sun Oct 08 16:48:00 +0000 2017,AmazonHelp,do you ship internationally to germany and what are the customs fees?
100620,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,"Sorry for the unexpected charge! If you did not intend to renew Prime, please DM us your email and we can help reverse eligible fees.",Tue Oct 24 15:04:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
100622,@AmazonHelp Can you explain the invoice breakdown for #148-7401894-7502088? There's an extra charge of $121.99.,"Hello, duplicate charges are often pending authorizations that drop off in 2-3 business days. Please DM us your order #148-7401894-7502088 to confirm.",Sat Oct 21 12:57:00 +0000 2017,AmazonHelp,can you explain the invoice breakdown for order number ? there's an extra charge of currency amount .
100624,@AmazonHelp This is completely unacceptable. I want to speak to a supervisor or corporate manager right now!,We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Tue Oct 24 18:16:00 +0000 2017,AmazonHelp,this is completely unacceptable. i want to speak to a supervisor or corporate manager right now!
100626,@AmazonHelp Return status says received at warehouse but refund not initiated for #538-5682726-5433204. Please help.,Apologies for the inconvenience! Please DM us your account details so we can check on return #538-5682726-5433204 and expedite your refund.,Sun Oct 08 10:06:00 +0000 2017,AmazonHelp,return status says received at warehouse but refund not initiated for order number . please help.
100628,@AmazonHelp Carrier marked order #430-1853212-6052539 as delivered at front door but there is no package anywhere.,"Hello! We apologize for the delivery issue with #430-1853212-6052539. Please check around your porch/neighbors, and if still missing, DM us your account email.",Wed Oct 04 11:29:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100630,@AmazonHelp Ordered express next-day delivery on #656-7768215-2542590 and it still hasn't shipped!,We understand your concern regarding order #656-7768215-2542590. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Wed Oct 25 12:27:00 +0000 2017,AmazonHelp,ordered express next-day delivery on order number and it still hasn't shipped!
100632,@AmazonHelp Just wanted to say thank you for delivering my package ahead of schedule! Great job!,Thank you so much for the kind words! We love hearing this and will pass your compliments along to the team. Have a wonderful day!,Sun Oct 15 23:33:00 +0000 2017,AmazonHelp,just wanted to say thank you for delivering my package ahead of schedule! great job!
100634,"@AmazonHelp Unbelievable negligence. Damaged goods, ruined anniversary, zero accountability from your team.",This is definitely not the experience we want for our customers. Please reach out in DM with your contact information so an escalation manager can connect with you.,Sat Oct 14 20:48:00 +0000 2017,AmazonHelp,"unbelievable negligence. damaged goods, ruined anniversary, zero accountability from your team."
100636,@AmazonHelp Carrier marked order #626-2381527-2609881 as delivered at front door but there is no package anywhere.,So sorry for the delay on #626-2381527-2609881! Please DM us your order details and we will check the transit status directly for you.,Fri Oct 06 02:31:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100638,@AmazonHelp Locked out of my account. The OTP verification code is not being sent to my phone.,"Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Tue Oct 03 20:17:00 +0000 2017,AmazonHelp,locked out of my account. the otp verification code is not being sent to my phone.
100640,"@AmazonHelp Wishlist won't let me remove deleted items, says 'Failed to update wishlist'.",We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Mon Oct 02 03:27:00 +0000 2017,AmazonHelp,"wishlist won't let me remove deleted items, says 'failed to update wishlist'."
100642,@AmazonHelp Just noticed an unauthorized charge of $208.00 for Prime membership that I never authorized.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Sun Oct 15 02:10:00 +0000 2017,AmazonHelp,just noticed an unauthorized charge of currency amount for prime membership that i never authorized.
100644,@AmazonHelp Carrier marked order #883-8342987-7399057 as delivered at front door but there is no package anywhere.,"Hello! We apologize for the delivery issue with #883-8342987-7399057. Please check around your porch/neighbors, and if still missing, DM us your account email.",Thu Oct 19 04:05:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
100646,@AmazonHelp I returned item on order #749-3417186-6000558 over a week ago and still haven't received my refund.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #749-3417186-6000558 to check status.",Sat Oct 28 12:43:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
100648,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Wed Oct 11 10:10:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
100650,@AmazonHelp Is the manufacturer warranty valid if I buy an electronic item through third party sellers?,"Hi there! Yes, Amazon gift cards can be applied to Kindle digital purchases. Check out amzn.to/giftcard-faq for more information.",Wed Oct 04 10:35:00 +0000 2017,AmazonHelp,is the manufacturer warranty valid if i buy an electronic item through third party sellers?
100652,@AmazonHelp Package #843-9173698-6550757 has been stuck in transit in transit hub for over 48 hours. What gives?,"Hi there, we're sorry to hear your order #843-9173698-6550757 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Sun Oct 15 20:07:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
100654,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!","Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Thu Oct 12 13:54:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
100656,@AmazonHelp Checkout page freezes when selecting saved shipping address.,We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Sun Oct 15 06:40:00 +0000 2017,AmazonHelp,checkout page freezes when selecting saved shipping address.
100658,@AmazonHelp I forgot my password and the password reset link is never arriving in my inbox.,"Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Tue Oct 24 10:59:00 +0000 2017,AmazonHelp,i forgot my password and the password reset link is never arriving in my inbox.
100660,@AmazonHelp Can someone check on order #695-7797028-4569531? It's a birthday gift and now it's late.,"Hello! We apologize for the delivery issue with #695-7797028-4569531. Please check around your porch/neighbors, and if still missing, DM us your account email.",Thu Oct 19 05:43:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
100662,@AmazonHelp WORST CUSTOMER SERVICE EVER! Representative hung up on me after waiting 45 minutes on hold!,We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Sun Oct 08 22:09:00 +0000 2017,AmazonHelp,worst customer service ever! representative hung up on me after waiting 45 minutes on hold!
100664,@AmazonHelp Can someone check on order #263-4005557-3452813? It's a birthday gift and now it's late.,"Hello! We apologize for the delivery issue with #263-4005557-3452813. Please check around your porch/neighbors, and if still missing, DM us your account email.",Fri Oct 13 09:45:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
